时间,源水浊度,源水pH,源水温度,源水氨氮,源水COD,源水有机物,混凝剂投加量,沉后浊度,滤后浊度,出水浊度,出水余氯,出水pH
2024-09-16 00:00:00,108.12,7.52,17.71,0.629,4.87,0.1227,35.8,2.95,1.15,0.389,1.03,7.36
2024-09-16 01:00:00,115.04,7.52,18.09,0.599,4.87,0.1219,40.83,3.14,1.23,0.975,1.15,6.81
2024-09-16 02:00:00,93.7,7.52,20.28,0.655,5.01,0.1162,30.13,2.84,0.59,0.303,1.96,7.04
2024-09-16 03:00:00,103.98,7.52,17.08,0.616,5.59,0.1143,40.87,2.99,1.0,0.547,0.82,6.85
2024-09-16 04:00:00,104.33,,17.38,0.653,5.08,0.1232,34.87,2.51,0.67,0.208,0.98,7.18
2024-09-16 05:00:00,94.57,7.52,18.72,,5.16,0.124,32.56,2.5,,0.236,1.05,7.1
2024-09-16 06:00:00,109.47,7.53,19.03,0.638,5.64,0.1245,37.53,3.14,1.05,0.514,1.2,6.89
2024-09-16 07:00:00,91.58,7.52,18.45,0.617,5.04,0.1238,33.27,2.6,1.0,0.787,1.36,7.01
2024-09-16 08:00:00,107.11,7.52,19.85,0.583,5.3,0.117,34.87,3.33,0.69,0.463,1.3,6.85
2024-09-16 09:00:00,90.2,7.52,18.36,0.606,5.1,0.1142,32.52,2.35,0.35,0.272,0.83,7.02
2024-09-16 10:00:00,106.08,7.52,16.06,0.633,5.1,0.1212,34.05,3.1,1.19,0.795,1.38,6.86
2024-09-16 11:00:00,98.65,7.52,18.13,0.607,4.67,0.1209,32.82,2.91,0.91,0.657,1.38,7.44
2024-09-16 12:00:00,104.66,7.52,17.47,0.589,4.62,0.1155,32.34,3.1,0.51,0.161,1.17,6.92
2024-09-16 13:00:00,103.87,7.52,19.42,0.622,4.8,0.1205,35.63,2.97,0.3,0.223,0.96,6.86
2024-09-16 14:00:00,124.1,7.53,19.0,0.594,5.22,0.1257,40.19,3.73,1.11,0.787,1.24,6.5
2024-09-16 15:00:00,106.27,7.52,,0.605,5.21,0.1144,31.94,3.16,0.91,0.541,1.07,6.67
2024-09-16 16:00:00,120.29,7.52,,0.621,5.36,0.1173,38.2,3.55,0.59,0.386,1.14,7.18
2024-09-16 17:00:00,94.99,7.52,18.98,0.591,4.95,0.1174,33.02,2.59,0.76,0.52,1.16,6.95
2024-09-16 18:00:00,100.38,7.52,17.71,0.59,5.12,0.115,36.18,2.37,0.35,0.113,0.89,6.9
2024-09-16 19:00:00,88.56,7.52,17.96,0.598,5.12,0.1228,28.86,2.53,0.56,0.238,1.16,7.22
2024-09-16 20:00:00,103.31,7.52,19.43,0.628,4.92,0.1217,34.61,2.81,0.54,0.417,1.47,7.39
2024-09-16 21:00:00,113.89,7.52,16.07,0.654,4.86,0.1151,35.72,3.5,1.26,0.566,1.35,6.75
2024-09-16 22:00:00,121.13,7.52,18.48,0.6,4.51,0.1237,41.23,3.42,0.64,0.226,1.09,6.93
2024-09-16 23:00:00,109.51,7.52,19.13,0.638,4.91,0.1179,35.46,3.25,0.6,0.385,1.08,6.5
2024-09-17 00:00:00,110.9,7.51,17.73,0.593,4.94,0.119,38.19,3.19,1.04,0.51,1.68,7.29
2024-09-17 01:00:00,91.46,7.51,18.47,0.628,5.31,0.1208,,2.67,0.28,0.2,0.89,7.85
2024-09-17 02:00:00,85.58,7.51,17.93,0.589,5.34,0.1233,27.25,2.74,0.87,0.511,1.34,6.89
2024-09-17 03:00:00,117.27,7.51,17.04,0.644,5.02,0.1147,38.65,2.68,0.31,0.244,1.52,6.89
2024-09-17 04:00:00,91.03,7.51,17.01,0.636,5.59,0.1196,29.69,2.85,0.33,0.219,0.82,6.98
2024-09-17 05:00:00,87.84,7.51,18.53,0.631,5.03,0.1206,33.48,2.72,0.67,0.42,1.1,7.07
2024-09-17 06:00:00,123.4,7.51,17.19,0.58,5.28,0.1235,43.99,3.82,1.48,0.81,1.48,7.08
2024-09-17 07:00:00,124.49,7.52,16.3,0.643,4.94,0.122,41.91,2.89,0.43,0.143,0.93,7.08
2024-09-17 08:00:00,109.9,7.51,17.95,0.59,4.63,0.1239,35.62,3.31,0.63,0.2,1.2,6.58
2024-09-17 09:00:00,99.92,7.51,17.31,0.62,4.85,0.1127,34.38,2.52,0.77,0.517,0.73,6.98
2024-09-17 10:00:00,119.02,7.51,16.62,0.639,5.42,0.1173,39.82,2.71,1.0,0.678,1.03,7.19
2024-09-17 11:00:00,92.61,7.51,17.89,0.627,4.89,0.1158,34.63,2.38,0.59,0.239,1.57,6.64
2024-09-17 12:00:00,102.05,7.51,18.59,0.642,4.83,0.1183,34.51,2.47,0.62,0.355,0.78,6.59
2024-09-17 13:00:00,99.01,7.51,17.84,0.633,4.97,0.1225,34.92,2.54,0.49,0.228,0.66,6.83
2024-09-17 14:00:00,122.35,7.51,16.76,0.637,4.86,0.1182,36.73,3.71,0.79,0.528,1.14,7.05
2024-09-17 15:00:00,122.65,7.51,18.3,0.602,5.33,0.1121,40.65,3.43,0.49,,1.31,7.19
2024-09-17 16:00:00,111.36,7.51,18.86,0.608,5.54,0.1206,35.55,3.08,0.42,0.219,1.0,7.23
2024-09-17 17:00:00,88.67,7.51,20.04,0.617,4.98,0.1118,31.54,2.79,0.89,0.577,1.06,6.74
2024-09-17 18:00:00,104.27,7.51,19.26,0.624,5.14,0.113,33.38,3.22,0.79,0.38,1.37,6.5
2024-09-17 19:00:00,94.32,7.51,16.82,0.632,5.27,0.1214,33.73,3.02,1.0,0.564,1.52,7.47
2024-09-17 20:00:00,121.19,7.51,18.68,0.622,5.01,0.1228,,3.64,1.07,0.718,1.31,
2024-09-17 21:00:00,89.83,7.51,18.08,0.634,4.71,0.1159,31.28,2.78,0.28,0.101,1.43,6.87
2024-09-17 22:00:00,86.3,7.51,16.67,0.59,4.85,0.1193,29.11,2.08,0.52,0.161,1.14,7.23
2024-09-17 23:00:00,113.6,7.51,18.11,0.609,5.1,0.119,39.0,3.11,0.82,0.514,0.96,7.08
2024-09-18 00:00:00,101.41,7.5,19.53,0.645,5.11,0.112,37.83,2.68,0.38,0.263,0.7,6.95
2024-09-18 01:00:00,117.33,7.5,18.8,0.593,4.45,0.1184,42.64,2.68,1.04,0.636,0.74,7.54
2024-09-18 02:00:00,85.76,7.5,16.59,0.587,4.86,0.1114,31.5,2.11,0.72,0.281,1.11,6.8
2024-09-18 03:00:00,115.78,7.5,17.62,0.633,4.77,0.122,38.96,3.03,1.12,0.619,1.54,6.58
2024-09-18 04:00:00,84.21,7.5,18.1,0.591,5.26,0.121,27.68,2.73,0.76,0.384,0.87,7.04
2024-09-18 05:00:00,83.83,7.5,15.88,0.611,4.78,0.1149,32.84,2.35,0.82,0.635,2.0,6.83
2024-09-18 06:00:00,101.74,7.5,15.91,0.63,4.85,0.1147,30.16,3.04,0.47,0.302,1.1,7.05
2024-09-18 07:00:00,91.82,7.5,17.76,0.613,4.84,0.1137,34.64,2.33,0.83,0.464,0.85,6.91
2024-09-18 08:00:00,107.21,7.5,17.78,0.644,5.23,0.1237,36.26,2.66,1.0,0.499,0.98,6.79
2024-09-18 09:00:00,83.74,7.5,15.77,0.643,5.28,0.1223,25.33,2.64,0.28,0.131,1.13,6.93
2024-09-18 10:00:00,84.13,7.5,18.0,,5.14,0.1222,30.96,2.23,0.65,0.24,1.56,6.54
2024-09-18 11:00:00,112.73,7.5,18.69,0.649,,0.1173,37.31,3.19,0.41,0.267,1.18,
2024-09-18 12:00:00,91.36,7.5,17.39,0.598,5.36,0.1219,31.25,2.15,0.63,0.36,0.78,6.92
2024-09-18 13:00:00,109.8,7.5,17.67,0.594,4.45,0.119,36.33,2.5,0.92,0.313,1.68,7.12
2024-09-18 14:00:00,113.67,7.5,18.18,0.627,5.17,0.1152,37.83,3.03,0.47,0.236,0.97,6.5
2024-09-18 15:00:00,85.12,7.5,18.05,0.62,4.88,0.1169,30.5,,0.62,0.421,0.91,7.14
2024-09-18 16:00:00,114.49,7.5,15.94,0.595,4.61,0.1166,35.12,2.64,0.34,0.127,1.29,6.85
2024-09-18 17:00:00,93.77,7.5,16.7,0.604,4.9,0.1158,33.57,2.85,0.84,0.58,1.45,7.12
2024-09-18 18:00:00,98.77,7.5,17.21,0.594,5.21,0.1144,33.29,2.34,0.32,0.167,1.44,7.07
2024-09-18 19:00:00,86.25,7.5,16.75,0.594,5.43,0.1164,34.01,2.56,1.0,0.336,0.63,7.29
2024-09-18 20:00:00,117.34,7.5,19.07,0.604,4.59,0.1191,40.52,3.32,0.65,0.502,1.64,6.96
2024-09-18 21:00:00,105.85,7.5,18.24,0.646,5.18,0.1138,37.8,2.82,0.44,0.172,0.84,6.51
2024-09-18 22:00:00,103.53,7.5,16.5,0.639,5.58,0.1131,38.99,2.79,1.08,0.346,1.34,7.61
2024-09-18 23:00:00,122.71,7.5,17.39,0.615,5.54,0.1203,41.65,2.71,0.8,0.449,1.29,7.03
2024-09-19 00:00:00,94.93,7.5,18.52,0.609,3.97,0.1176,32.77,2.67,0.66,0.246,1.33,7.05
2024-09-19 01:00:00,117.55,7.49,16.75,0.576,5.66,0.1153,33.74,2.94,0.96,0.311,1.09,6.96
2024-09-19 02:00:00,110.59,7.5,18.24,0.608,5.3,0.1225,37.56,2.72,0.98,0.622,1.5,7.42
2024-09-19 03:00:00,119.09,7.5,18.78,0.62,4.32,0.1167,42.71,2.76,0.95,0.335,1.16,6.63
2024-09-19 04:00:00,118.24,7.5,18.61,0.632,4.78,0.1151,40.83,3.28,0.68,0.531,1.57,6.59
2024-09-19 05:00:00,121.63,7.5,17.57,0.6,5.39,0.1136,38.89,3.63,0.79,0.56,0.81,6.79
2024-09-19 06:00:00,86.68,7.5,18.64,0.642,5.12,0.1149,31.06,2.16,0.56,0.41,1.69,7.12
2024-09-19 07:00:00,113.7,7.5,16.87,0.636,4.84,0.1143,36.76,3.29,0.91,0.576,0.63,6.78
2024-09-19 08:00:00,114.04,7.5,19.88,0.58,5.03,0.1219,38.57,3.05,0.58,0.332,1.67,6.77
2024-09-19 09:00:00,107.53,7.5,17.63,0.641,5.17,0.1223,35.27,2.45,0.34,0.221,1.0,6.67
2024-09-19 10:00:00,92.67,7.5,18.54,0.59,4.83,0.1161,35.36,2.58,0.6,0.354,1.28,7.26
2024-09-19 11:00:00,120.58,7.5,17.03,0.642,4.97,0.1141,39.88,3.59,1.24,0.87,1.02,7.11
2024-09-19 12:00:00,89.64,7.5,17.89,0.621,5.28,0.1125,32.22,2.89,0.53,0.207,0.88,7.24
2024-09-19 13:00:00,101.64,7.49,17.94,0.604,4.8,0.12,33.12,2.76,0.59,0.214,1.02,6.84
2024-09-19 14:00:00,102.53,7.5,16.46,0.606,4.6,0.1221,34.17,2.76,0.5,0.321,1.4,6.98
2024-09-19 15:00:00,,7.5,16.43,0.616,4.82,0.1161,28.95,2.35,0.67,0.266,1.27,7.23
2024-09-19 16:00:00,110.71,7.5,17.19,0.636,4.74,0.1221,39.94,2.87,1.11,0.874,1.53,6.76
2024-09-19 17:00:00,84.94,7.5,18.5,0.636,4.83,0.114,29.47,2.39,0.37,0.138,1.32,7.3
2024-09-19 18:00:00,109.51,7.5,15.56,0.605,4.49,0.1186,37.12,2.55,0.85,0.537,1.27,7.13
2024-09-19 19:00:00,115.84,7.5,17.03,0.637,5.08,0.1118,35.32,3.26,0.98,0.682,1.66,7.39
2024-09-19 20:00:00,95.54,7.5,18.7,0.609,5.27,0.118,30.75,2.53,1.0,0.443,1.3,7.28
2024-09-19 21:00:00,110.18,7.5,16.16,0.605,4.77,0.119,,3.14,0.41,0.259,0.86,6.51
2024-09-19 22:00:00,87.7,7.5,18.65,0.592,4.81,0.1191,30.58,2.58,0.96,0.748,0.79,6.83
2024-09-19 23:00:00,115.73,7.5,16.26,0.635,4.95,0.1208,38.88,3.51,1.2,0.932,1.71,6.5
2024-09-20 00:00:00,118.06,7.49,16.26,0.616,4.75,0.1115,43.01,2.92,1.09,0.406,1.13,6.5
2024-09-20 01:00:00,86.09,7.49,17.03,0.603,5.32,0.1139,26.76,2.77,0.9,0.322,1.18,6.7
2024-09-20 02:00:00,107.66,7.49,19.05,0.62,4.76,0.1191,38.28,3.08,0.57,0.257,0.98,7.4
2024-09-20 03:00:00,100.22,,16.54,0.634,4.87,0.1178,35.41,2.86,0.64,0.213,0.69,6.99
2024-09-20 04:00:00,101.24,7.49,15.44,0.586,4.8,0.1224,33.44,2.83,0.38,0.139,1.75,7.13
2024-09-20 05:00:00,108.24,7.49,15.78,0.6,5.33,0.1203,35.6,2.65,0.27,0.131,0.79,6.85
2024-09-20 06:00:00,99.53,7.49,18.11,0.599,4.96,0.1163,36.48,2.3,0.88,0.27,0.86,6.9
2024-09-20 07:00:00,104.0,7.49,15.82,0.577,5.62,0.1171,35.26,2.89,1.01,0.337,1.06,7.2
2024-09-20 08:00:00,89.22,,18.37,0.596,5.13,0.1187,30.95,2.84,0.35,0.277,1.02,6.95
2024-09-20 09:00:00,95.12,7.49,17.25,0.627,5.37,0.1105,31.01,2.94,0.69,0.458,0.98,6.93
2024-09-20 10:00:00,114.59,7.49,17.14,0.59,4.93,0.1149,36.43,2.64,0.49,0.225,1.36,7.15
2024-09-20 11:00:00,84.38,7.49,17.47,0.63,4.74,0.1119,27.92,2.25,0.43,0.154,1.49,6.68
2024-09-20 12:00:00,103.89,7.49,16.38,0.641,5.02,0.1134,37.12,2.82,1.04,0.56,1.14,7.05
2024-09-20 13:00:00,87.36,7.49,17.32,0.587,4.82,0.1208,29.55,2.46,0.98,0.585,1.25,7.07
2024-09-20 14:00:00,113.84,7.49,15.98,0.601,4.43,0.1173,35.52,2.74,0.62,0.271,0.88,6.5
2024-09-20 15:00:00,103.14,7.49,18.53,0.581,5.33,0.1212,35.51,2.99,1.03,,1.34,6.67
2024-09-20 16:00:00,96.11,7.49,16.15,0.622,5.04,0.1216,,2.65,0.4,0.209,1.08,6.8
2024-09-20 17:00:00,89.98,7.49,17.62,0.606,4.82,0.1205,34.88,2.82,0.93,0.576,1.05,6.85
2024-09-20 18:00:00,97.46,7.49,16.14,0.614,5.14,0.12,33.79,2.47,0.29,0.145,1.45,
2024-09-20 19:00:00,118.28,7.49,16.64,0.628,5.04,0.1124,39.46,3.6,0.73,0.402,0.73,6.72
2024-09-20 20:00:00,100.35,7.49,16.8,0.628,5.45,0.1137,34.86,3.05,0.83,0.298,1.47,6.72
2024-09-20 21:00:00,98.76,7.49,20.16,0.609,5.16,0.1192,35.18,2.65,0.31,0.128,1.14,7.19
2024-09-20 22:00:00,109.83,,17.16,0.636,4.98,0.1141,38.3,3.28,0.44,0.237,1.02,7.28
2024-09-20 23:00:00,95.15,7.48,16.36,,5.23,0.1151,33.17,2.76,0.54,0.305,1.69,7.29
2024-09-21 00:00:00,95.45,,16.52,0.614,5.03,0.1215,31.16,2.61,0.63,0.434,1.4,6.66
2024-09-21 01:00:00,91.89,,15.46,0.571,5.1,0.1187,31.97,2.58,0.42,0.166,0.65,6.72
2024-09-21 02:00:00,84.58,,16.8,0.624,5.41,0.1112,30.52,2.44,0.48,0.309,1.45,6.5
2024-09-21 03:00:00,106.71,7.48,18.81,0.633,4.69,0.1189,32.82,2.64,0.4,0.21,1.34,6.5
2024-09-21 04:00:00,112.97,7.48,17.3,0.608,4.78,0.1198,33.48,2.69,0.35,0.11,0.78,6.62
2024-09-21 05:00:00,114.25,7.48,17.87,0.619,4.92,0.1212,35.59,3.37,0.76,0.248,1.14,6.8
2024-09-21 06:00:00,113.28,7.48,16.05,0.594,4.96,0.1184,33.86,2.63,0.44,0.245,1.4,7.06
2024-09-21 07:00:00,96.41,7.48,16.76,0.605,5.39,0.1111,32.47,2.83,0.84,0.534,0.61,7.25
2024-09-21 08:00:00,,7.48,17.17,0.626,4.62,0.1194,30.2,2.83,0.48,0.348,1.4,6.97
2024-09-21 09:00:00,103.73,7.48,16.24,0.631,5.03,0.118,35.49,2.77,0.44,0.181,1.05,7.43
2024-09-21 10:00:00,116.19,7.48,17.36,0.577,4.88,0.1156,39.93,3.4,0.72,0.507,1.11,6.73
2024-09-21 11:00:00,107.23,7.48,17.58,0.57,5.55,0.1193,36.79,3.26,0.43,0.166,1.5,7.41
2024-09-21 12:00:00,98.1,7.48,17.51,0.595,5.31,0.1164,34.74,2.52,0.28,0.177,0.93,6.75
2024-09-21 13:00:00,105.73,7.48,16.81,0.597,5.11,0.1215,37.72,2.64,0.87,0.335,0.83,7.14
2024-09-21 14:00:00,109.02,7.48,18.05,0.624,5.33,0.1215,36.02,2.98,0.45,0.278,1.37,7.06
2024-09-21 15:00:00,114.79,7.48,16.7,0.569,4.65,0.1127,32.94,3.5,0.99,0.433,1.19,7.35
2024-09-21 16:00:00,108.66,7.47,16.61,0.623,5.65,0.1154,33.09,3.14,0.6,0.294,1.03,7.44
2024-09-21 17:00:00,95.68,7.47,18.4,0.607,4.79,0.1124,34.25,2.38,0.47,0.294,0.75,6.69
2024-09-21 18:00:00,89.4,7.48,15.86,0.619,5.42,0.114,32.03,2.43,0.36,0.203,1.04,6.5
2024-09-21 19:00:00,98.3,7.48,15.26,0.605,5.21,0.1127,35.31,2.78,0.47,0.162,0.98,6.94
2024-09-21 20:00:00,91.55,7.48,16.09,0.625,5.12,0.1163,37.88,2.45,0.67,0.406,1.08,7.12
2024-09-21 21:00:00,115.72,7.47,17.35,0.6,5.41,0.1099,38.83,2.78,0.77,0.447,0.68,7.0
2024-09-21 22:00:00,98.62,7.48,,0.593,5.34,0.1197,33.81,3.0,0.56,0.374,0.95,7.87
2024-09-21 23:00:00,97.21,7.48,16.3,0.614,5.08,0.1119,34.33,2.85,0.47,0.338,1.28,7.16
2024-09-22 00:00:00,90.76,7.47,18.56,0.597,4.93,0.1128,,2.78,0.56,0.224,1.13,7.16
2024-09-22 01:00:00,102.02,7.47,16.77,0.587,5.1,0.1116,36.39,2.49,0.31,0.2,1.09,6.61
2024-09-22 02:00:00,97.4,7.47,16.63,0.63,5.03,0.1138,33.35,2.39,0.62,0.294,0.87,6.83
2024-09-22 03:00:00,82.29,7.47,15.9,0.617,5.17,0.1104,33.18,2.05,0.71,0.298,0.88,7.14
2024-09-22 04:00:00,110.9,7.47,18.7,0.58,5.37,0.1199,33.95,3.15,0.91,0.598,1.07,7.09
2024-09-22 05:00:00,91.18,7.47,16.6,0.618,5.2,0.1145,32.11,2.88,0.31,0.171,1.14,7.02
2024-09-22 06:00:00,94.02,7.47,15.42,0.584,5.12,0.1207,31.57,2.91,0.53,0.396,0.9,7.38
2024-09-22 07:00:00,85.25,7.47,19.21,0.596,4.86,0.11,28.44,2.23,0.54,0.227,1.21,6.8
2024-09-22 08:00:00,98.69,7.47,17.14,0.581,5.16,0.1115,35.27,2.58,0.96,0.372,1.2,7.13
2024-09-22 09:00:00,104.44,7.47,17.55,0.574,4.55,0.1196,34.86,2.83,0.43,0.236,0.84,6.8
2024-09-22 10:00:00,111.36,7.47,18.43,0.594,4.82,0.1151,39.93,2.52,0.31,0.214,1.52,7.85
2024-09-22 11:00:00,79.3,7.48,17.36,0.605,5.24,0.1102,27.99,2.41,0.62,0.348,0.9,6.77
2024-09-22 12:00:00,114.92,7.47,17.72,0.587,5.33,0.11,37.4,2.79,0.75,0.384,0.88,7.63
2024-09-22 13:00:00,104.51,7.47,16.8,0.571,5.05,0.1204,39.54,3.15,1.24,0.773,0.96,6.93
2024-09-22 14:00:00,88.29,7.47,17.48,0.584,5.12,0.1126,28.66,2.5,0.66,0.371,0.75,6.81
2024-09-22 15:00:00,85.21,7.47,16.71,0.583,5.17,0.1145,29.0,2.15,0.23,0.14,0.63,6.99
2024-09-22 16:00:00,88.75,7.48,16.73,0.608,5.26,0.1204,25.29,2.7,0.81,0.551,1.47,6.66
2024-09-22 17:00:00,111.15,7.47,16.87,0.586,5.0,0.1176,36.32,3.31,0.54,0.423,1.42,6.73
2024-09-22 18:00:00,88.57,7.47,16.35,0.604,4.77,0.1188,32.81,2.78,0.96,0.403,0.89,7.49
2024-09-22 19:00:00,95.19,7.47,17.25,0.599,5.18,0.1152,33.95,2.3,0.54,0.322,1.34,7.14
2024-09-22 20:00:00,104.58,7.47,17.25,0.585,5.65,0.1179,35.82,2.83,1.01,0.609,0.96,7.28
2024-09-22 21:00:00,111.01,7.46,17.57,0.618,4.78,0.1166,35.43,2.55,0.39,0.161,0.85,6.86
2024-09-22 22:00:00,102.76,7.48,17.39,0.613,5.02,0.1115,34.69,3.24,0.9,0.705,1.08,7.21
2024-09-22 23:00:00,106.41,7.47,18.75,0.614,4.94,0.1164,35.21,2.86,0.89,0.617,1.07,7.04
2024-09-23 00:00:00,82.55,7.46,17.59,0.593,5.8,0.1201,29.87,2.55,0.29,0.119,1.45,6.79
2024-09-23 01:00:00,109.29,7.47,16.33,0.585,4.79,0.1131,37.09,2.71,0.66,0.52,0.44,7.95
2024-09-23 02:00:00,86.44,7.45,16.99,0.604,5.03,0.1149,30.18,2.22,0.67,0.278,1.06,6.58
2024-09-23 03:00:00,80.84,7.45,17.95,0.63,4.97,0.114,29.49,2.31,0.66,0.282,1.83,7.03
2024-09-23 04:00:00,113.04,7.46,15.58,0.593,4.7,,37.51,3.15,0.42,0.128,0.48,
2024-09-23 05:00:00,83.62,7.45,18.55,0.609,4.68,0.1165,28.81,2.21,0.24,0.087,0.98,7.09
2024-09-23 06:00:00,81.15,,15.76,0.594,5.25,0.1147,29.69,2.22,0.37,0.124,1.06,6.87
2024-09-23 07:00:00,99.74,7.45,17.43,0.628,5.29,0.1096,31.74,2.67,0.46,0.352,1.19,6.81
2024-09-23 08:00:00,88.07,7.46,16.54,0.582,4.91,0.1122,31.66,2.09,0.58,0.426,1.37,7.11
2024-09-23 09:00:00,81.03,7.47,16.48,0.595,5.5,0.1128,27.27,2.13,0.23,0.146,1.19,6.78
2024-09-23 10:00:00,98.8,7.46,15.23,0.598,4.4,,34.0,2.97,0.54,,1.62,7.35
2024-09-23 11:00:00,104.79,7.46,,0.614,4.7,0.1137,36.52,3.15,0.54,0.362,1.04,7.07
2024-09-23 12:00:00,106.09,7.46,15.24,0.613,4.83,0.1135,34.07,3.11,1.09,0.591,1.47,6.95
2024-09-23 13:00:00,81.87,7.46,15.09,0.615,5.07,0.1143,31.78,2.08,0.43,0.335,1.11,7.04
2024-09-23 14:00:00,97.11,7.46,17.69,0.614,4.94,0.1142,37.2,2.37,0.75,0.237,1.38,7.16
2024-09-23 15:00:00,106.87,7.47,18.32,0.596,5.02,0.1176,34.82,2.72,0.95,0.287,0.96,7.4
2024-09-23 16:00:00,82.08,7.47,15.87,0.574,5.22,0.117,29.48,2.14,0.67,0.327,0.88,7.12
2024-09-23 17:00:00,83.85,7.47,17.54,0.624,5.51,0.1181,32.64,2.03,0.27,0.195,0.76,7.06
2024-09-23 18:00:00,,7.46,17.33,,5.32,0.1115,24.62,2.02,0.65,0.417,1.07,7.28
2024-09-23 19:00:00,95.89,7.46,16.44,0.571,5.09,0.1179,33.37,2.64,0.94,0.433,0.94,6.57
2024-09-23 20:00:00,83.36,7.46,17.87,0.572,5.05,0.1125,29.49,2.46,0.52,0.183,1.25,6.84
2024-09-23 21:00:00,103.47,7.47,16.37,0.598,5.41,0.109,37.05,2.45,0.9,0.521,1.35,6.96
2024-09-23 22:00:00,112.51,7.47,17.05,,5.64,0.1167,37.08,2.91,0.89,0.518,1.46,6.74
2024-09-23 23:00:00,83.89,7.46,15.28,0.609,5.27,0.1091,31.13,2.29,0.72,0.227,1.4,7.22
2024-09-24 00:00:00,98.85,7.46,15.11,0.602,4.95,0.1097,32.42,2.4,0.63,0.452,1.48,7.01
2024-09-24 01:00:00,82.53,7.45,17.49,0.568,5.17,0.109,31.78,2.69,0.58,0.392,1.36,6.66
2024-09-24 02:00:00,75.3,7.45,16.87,0.581,5.27,0.1157,25.78,2.53,0.5,0.272,0.81,6.63
2024-09-24 03:00:00,102.93,7.45,16.18,0.622,4.93,0.111,36.85,2.46,0.83,0.322,1.23,7.0
2024-09-24 04:00:00,90.82,7.45,18.23,0.613,5.35,0.1181,32.16,2.36,0.83,0.469,0.93,7.2
2024-09-24 05:00:00,109.95,7.45,18.22,0.62,5.17,0.1127,32.2,2.49,0.5,0.306,1.11,7.03
2024-09-24 06:00:00,94.56,7.46,16.76,0.562,5.44,0.1125,33.09,2.87,0.83,,1.14,7.78
2024-09-24 07:00:00,80.5,7.45,14.86,0.623,4.8,0.1146,30.57,2.25,0.71,0.298,0.4,6.94
2024-09-24 08:00:00,91.41,7.46,16.21,0.619,4.57,0.1177,29.7,2.95,0.49,0.335,0.84,6.83
2024-09-24 09:00:00,82.2,7.46,15.49,0.592,4.98,0.1167,28.1,2.35,0.68,0.374,,7.39
2024-09-24 10:00:00,107.39,7.45,16.41,0.607,5.1,0.111,36.43,2.5,0.5,0.165,0.31,7.1
2024-09-24 11:00:00,100.41,7.46,15.38,0.579,4.55,0.1175,33.44,3.05,0.55,0.389,1.54,7.4
2024-09-24 12:00:00,87.36,7.45,15.12,0.606,4.91,0.1145,31.78,2.69,0.52,0.309,1.19,7.43
2024-09-24 13:00:00,94.32,7.45,14.06,0.615,5.48,0.1202,32.48,2.37,0.47,0.152,1.18,6.9
2024-09-24 14:00:00,99.61,,16.49,0.594,5.25,0.1146,31.62,2.46,0.61,0.391,1.46,6.82
2024-09-24 15:00:00,103.84,7.45,14.02,0.563,5.14,0.1119,40.0,3.24,0.67,0.387,1.36,7.22
2024-09-24 16:00:00,77.62,7.44,16.0,0.589,4.78,0.1175,27.94,2.59,0.82,0.41,1.36,6.76
2024-09-24 17:00:00,75.47,7.45,17.01,0.61,5.47,0.1089,28.32,,0.87,0.3,1.46,6.86
2024-09-24 18:00:00,78.9,,15.6,0.609,4.97,0.1171,32.49,2.04,0.68,0.505,1.24,6.5
2024-09-24 19:00:00,89.36,7.45,15.23,0.594,5.12,0.1149,33.36,2.27,0.6,0.46,1.25,6.96
2024-09-24 20:00:00,92.04,7.46,16.25,0.628,5.22,0.1106,33.41,2.71,,0.634,1.28,7.44
2024-09-24 21:00:00,79.72,7.46,15.49,0.569,5.15,0.1088,31.27,2.0,0.74,0.454,0.75,7.01
2024-09-24 22:00:00,89.97,7.46,16.5,0.572,5.54,0.1091,32.89,2.28,0.63,0.21,0.52,6.51
2024-09-24 23:00:00,91.1,7.46,15.29,0.578,5.27,0.1095,33.18,2.15,0.25,0.154,0.53,7.62
2024-09-25 00:00:00,77.29,7.45,16.0,0.612,5.21,0.1137,29.67,2.27,0.43,0.308,1.36,6.81
2024-09-25 01:00:00,106.88,7.45,15.76,0.609,5.09,0.1163,35.79,3.02,0.6,0.479,0.99,7.01
2024-09-25 02:00:00,95.25,7.44,16.09,0.61,5.24,0.1096,35.29,3.05,1.2,0.699,1.07,7.1
2024-09-25 03:00:00,87.53,7.44,17.74,0.617,5.05,0.1099,32.51,2.15,0.69,0.33,1.2,7.26
2024-09-25 04:00:00,91.87,7.43,16.3,0.588,5.17,0.1175,27.67,2.91,0.66,0.349,1.58,7.14
2024-09-25 05:00:00,84.8,7.45,16.61,0.579,5.01,0.1107,32.16,2.26,0.46,0.273,1.35,6.96
2024-09-25 06:00:00,104.6,7.45,15.48,0.598,4.96,0.1177,33.95,3.21,1.25,0.89,1.21,7.0
2024-09-25 07:00:00,94.36,7.44,16.33,0.586,4.84,0.1092,33.4,2.77,0.91,0.706,1.27,6.79
2024-09-25 08:00:00,91.43,7.45,15.83,0.593,5.03,0.1178,28.82,2.42,0.39,0.161,1.82,6.69
2024-09-25 09:00:00,106.67,7.45,16.13,0.568,5.01,0.1166,34.9,3.27,0.79,0.337,0.85,6.91
2024-09-25 10:00:00,,7.44,16.75,0.585,5.66,0.1098,34.66,2.93,0.49,0.353,1.57,
